Time Stamp,RT Prices,DA Prices,Load Realized,Load Forecast,Capacity,Temperature,Humidity,Precipitation,Wind Speed,Wind Direction,Load-Capacity Ratio,HDD,CDD,Price Error,Load Error
2021-09-04 06:00:00,46.04333333333333,28.21,1792.9924916666666,1752.0,2325.0,15.497499,85.0,0.0,6.618519,315.0001,0.7535483870967742,2.802500534057618,0.0,14.57333333333333,-7.007508333333362
2021-09-04 07:00:00,40.766666666666666,31.47,1853.6256916666669,1800.0,2325.0,14.9475,83.0,0.0,6.696387,323.74606,0.7741935483870968,3.3524997711181648,0.0,6.006666666666668,-110.37430833333315
2021-09-04 08:00:00,34.600833333333334,34.76,1973.5754083333334,1964.0,2360.0,14.9475,82.0,0.0,7.653705,311.18582,0.8322033898305085,3.3524997711181648,0.0,-4.239166666666669,-160.42459166666663
2021-09-04 09:00:00,43.869166666666665,38.84,2081.575725,2134.0,2385.0,14.8975,86.0,0.0,4.8965297,306.02747,0.8947589098532495,3.402499961853028,0.0,-3.9008333333333383,-203.42427499999985
2021-09-04 10:00:00,55.87083333333334,47.77,2174.951791666667,2285.0,2385.0,14.3475,83.0,0.0,7.172949,287.52567,0.9580712788259959,3.9525001525878913,0.0,7.350833333333334,-249.04820833333315
2021-09-04 11:00:00,69.28642857142857,48.52,2266.286685714286,2424.0,2583.75,14.6475,82.0,0.0,8.089993,339.14545,0.9381712626995646,3.652499961853028,0.0,16.646428571428572,-293.7133142857142
2021-09-04 12:00:00,113.14166666666667,52.64,2398.2065333333335,2560.0,2410.0,16.9475,81.0,0.0,7.5685663,334.65387,1.062240663900415,1.3524997711181648,0.0,59.52166666666667,-257.7934666666665
2021-09-04 13:00:00,109.28583333333334,53.62,2531.078575,2656.0,2474.5833333333335,19.0475,73.0,0.0,14.003028,313.95847,1.0733120053881124,0.0,0.7475006103515618,47.96583333333334,-161.921425
2021-09-04 14:00:00,70.48333333333333,61.32,2657.6887,2693.0,2485.0,20.5475,66.0,0.0,14.186923,305.7068,1.083702213279678,0.0,2.247500610351562,9.14333333333333,-37.31129999999985
2021-09-04 15:00:00,103.49083333333333,61.34,2787.9395583333335,2695.0,2485.0,22.0975,58.0,0.0,12.4811535,303.23172,1.0845070422535212,0.0,3.7974998474121087,31.420833333333334,38.93955833333348
